transaction_id,customer_id,amount,currency,country,chanel,device_id,timestamp,merchant_id,issuer_bank
T-7846,CU-561,1087.20,USD,CO,mobile,D-561,2025-12-06T08:12:00,M-026,BOG
T-5697,CU-546,4896.81,PEN,PE,mobile,D-546,2025-12-06T08:22:00,M-016,IBK
T-2668,CU-483,3941.05,USD,AR,web,D-483,2025-12-06T08:25:00,M-037,BNA
T-2360,CU-567,2631.73,USD,CO,mobile,D-567,2025-12-06T08:38:00,M-049,BOG
T-3722,CU-175,960.79,USD,CL,web,D-175,2025-12-06T08:45:00,M-002,BCH
T-6105,CU-207,2534.51,USD,AR,mobile,D-207,2025-12-06T08:54:00,M-029,GAL
T-4564,CU-171,6591.86,USD,US,web,D-171,2025-12-06T09:00:00,M-017,WFC
T-7326,CU-981,1550.58,USD,ES,web,D-981,2025-12-06T09:00:00,M-033,SAN
T-3282,CU-201,5183.69,USD,US,web,D-201,2025-12-06T09:00:00,M-034,JPM
T-1284,CU-851,5286.95,USD,US,mobile,D-851,2025-12-06T09:00:00,M-040,JPM
T-1056,CU-014,1038.88,USD,MX,mobile,D-014,2025-12-06T09:06:00,M-037,BBVA
T-2600,CU-362,4324.50,USD,CO,web,D-362,2025-12-06T09:08:00,M-010,BOG
T-6155,CU-345,1257.60,USD,AR,mobile,D-345,2025-12-06T09:13:00,M-037,SAN
T-6211,CU-276,3143.96,USD,CO,mobile,D-276,2025-12-06T09:22:00,M-042,BOG
T-4459,CU-494,2442.92,USD,CL,web,D-494,2025-12-06T09:23:00,M-019,SAN
T-4137,CU-287,2420.93,USD,US,web,D-287,2025-12-06T09:26:00,M-007,WFC
T-6203,CU-346,2589.32,USD,US,mobile,D-346,2025-12-06T09:34:00,M-009,WFC
T-1865,CU-114,2995.62,USD,CO,web,D-114,2025-12-06T09:39:00,M-032,BAN
T-6665,CU-447,3286.67,USD,US,web,D-447,2025-12-06T09:42:00,M-030,WFC
T-3863,CU-010,5641.84,USD,CO,web,D-010,2025-12-06T09:52:00,M-046,BOG
T-4249,CU-026,1833.63,USD,CO,web,D-026,2025-12-06T09:56:00,M-006,DAV
T-7534,CU-595,3056.85,USD,AR,web,D-595,2025-12-06T09:58:00,M-014,SAN
T-6572,CU-434,5854.66,USD,US,mobile,D-434,2025-12-06T10:00:00,M-040,JPM
T-7303,CU-052,1710.46,PEN,PE,web,D-052,2025-12-06T10:00:00,M-004,BBVA
T-7072,CU-618,4477.68,PEN,PE,mobile,D-618,2025-12-06T10:00:00,M-020,BAC
T-2229,CU-504,3683.29,USD,ES,web,D-504,2025-12-06T10:00:00,M-004,SAN
T-5285,CU-316,3970.35,USD,CL,mobile,D-316,2025-12-06T10:02:00,M-010,SAN
T-7837,CU-701,927.49,USD,CL,web,D-701,2025-12-06T10:13:00,M-031,BCI
T-5728,CU-821,4204.98,PEN,PE,mobile,D-821,2025-12-06T10:13:00,M-050,BCP
T-1226,CU-061,1456.23,USD,MX,web,D-061,2025-12-06T10:16:00,M-048,BBVA
T-3036,CU-910,1341.98,USD,AR,mobile,D-910,2025-12-06T10:22:00,M-013,BNA
T-6649,CU-960,1811.58,USD,CO,web,D-960,2025-12-06T10:24:00,M-039,BAN
T-7575,CU-538,5478.88,USD,CO,mobile,D-538,2025-12-06T10:36:00,M-022,BOG
T-7239,CU-182,2988.15,USD,MX,web,D-182,2025-12-06T10:38:00,M-006,BAN
T-6601,CU-055,4886.38,USD,AR,mobile,D-055,2025-12-06T10:41:00,M-007,GAL
T-4342,CU-857,5335.62,USD,CL,web,D-857,2025-12-06T10:42:00,M-016,BCI
T-5977,CU-475,1699.86,USD,MX,web,D-475,2025-12-06T10:45:00,M-031,BBVA
T-7129,CU-040,1149.52,USD,MX,web,D-040,2025-12-06T10:46:00,M-010,SAN
T-4565,CU-171,6591.86,USD,US,web,D-171,2025-12-06T11:00:00,M-017,WFC
T-7327,CU-981,1550.58,USD,ES,web,D-981,2025-12-06T11:00:00,M-033,SAN
T-3283,CU-201,5183.69,USD,US,web,D-201,2025-12-06T11:00:00,M-034,JPM
T-1285,CU-851,5286.95,USD,US,mobile,D-851,2025-12-06T11:00:00,M-040,JPM
T-2841,CU-744,4928.27,USD,MX,web,D-744,2025-12-06T11:15:00,M-026,BAN
T-4252,CU-254,1641.93,USD,CO,web,D-254,2025-12-06T11:17:00,M-036,DAV
T-2815,CU-880,2000.39,PEN,PE,web,D-880,2025-12-06T11:18:00,M-031,IBK
T-6803,CU-581,3837.26,USD,CO,web,D-581,2025-12-06T11:20:00,M-042,DAV
T-7073,CU-618,4477.68,USD,ES,mobile,D-618,2025-12-06T11:30:00,M-011,BAC
T-7304,CU-052,1710.46,USD,ES,web,D-052,2025-12-06T11:30:00,M-015,BBVA
T-5103,CU-236,1544.31,USD,ES,mobile,D-236,2025-12-06T11:36:00,M-034,SAN
T-6949,CU-879,5026.38,USD,RU,mobile,D-999835,2025-12-06T11:37:00,M-001,SAN
T-6541,CU-587,1576.26,USD,CO,web,D-587,2025-12-06T11:40:00,M-046,DAV
T-7283,CU-743,3429.06,USD,AR,web,D-743,2025-12-06T11:40:00,M-030,GAL
T-2988,CU-683,1062.85,PEN,PE,web,D-683,2025-12-06T11:41:00,M-020,BBVA
T-5329,CU-655,2461.09,USD,CO,web,D-655,2025-12-06T11:42:00,M-020,BAN
T-7772,CU-470,2434.28,USD,US,mobile,D-470,2025-12-06T11:44:00,M-047,JPM
T-3546,CU-364,607.67,USD,ES,web,D-364,2025-12-06T11:46:00,M-030,CABK
T-6861,CU-620,1801.17,USD,US,mobile,D-620,2025-12-06T11:46:00,M-035,BAC
T-4023,CU-870,4122.69,USD,CO,web,D-870,2025-12-06T11:59:00,M-036,DAV
T-3686,CU-542,4752.90,USD,ES,mobile,D-542,2025-12-06T12:00:00,M-043,BBVA
T-5969,CU-858,1566.14,USD,MX,mobile,D-858,2025-12-06T12:02:00,M-029,BBVA
T-7987,CU-617,1235.46,USD,ES,web,D-617,2025-12-06T12:27:00,M-019,BBVA
T-7829,CU-242,698.43,USD,US,web,D-242,2025-12-06T12:28:00,M-037,WFC
T-5239,CU-545,2881.26,USD,CO,mobile,D-545,2025-12-06T12:32:00,M-027,DAV
T-5090,CU-878,1394.49,USD,CL,mobile,D-878,2025-12-06T12:39:00,M-019,BCI
T-2611,CU-272,457.44,USD,MX,mobile,D-272,2025-12-06T12:40:00,M-039,BBVA
T-4566,CU-171,6591.86,USD,US,web,D-171,2025-12-06T13:00:00,M-017,WFC
T-7076,CU-341,2004.35,USD,US,mobile,D-341,2025-12-06T13:00:00,M-050,BAC
T-7328,CU-981,1550.58,USD,ES,web,D-981,2025-12-06T13:00:00,M-033,SAN
T-1286,CU-851,5286.95,USD,US,mobile,D-851,2025-12-06T13:00:00,M-040,JPM
T-3284,CU-201,5183.69,USD,US,web,D-201,2025-12-06T13:00:00,M-034,JPM
T-4490,CU-254,824.06,USD,CO,web,D-254,2025-12-06T13:10:00,M-033,DAV
T-7029,CU-441,3730.62,USD,ES,web,D-441,2025-12-06T13:19:00,M-027,SAN
T-2017,CU-944,2595.31,USD,CO,web,D-944,2025-12-06T13:26:00,M-036,BAN
T-5709,CU-105,3217.24,USD,MX,mobile,D-105,2025-12-06T13:29:00,M-010,BBVA
T-6097,CU-913,3173.99,USD,US,web,D-913,2025-12-06T13:31:00,M-032,WFC
T-3376,CU-122,1982.38,USD,CL,web,D-122,2025-12-06T13:31:00,M-022,SAN
T-1310,CU-263,3766.26,USD,AR,web,D-263,2025-12-06T13:31:00,M-011,GAL
T-5570,CU-991,3926.46,USD,AR,web,D-991,2025-12-06T13:38:00,M-025,BNA
T-2830,CU-715,1121.07,USD,CO,web,D-715,2025-12-06T13:42:00,M-045,BAN
T-1416,CU-470,2690.96,USD,US,mobile,D-470,2025-12-06T13:44:00,M-019,JPM
T-7679,CU-268,2383.39,USD,MX,mobile,D-268,2025-12-06T13:46:00,M-023,BBVA
T-6537,CU-173,2286.59,USD,MX,mobile,D-173,2025-12-06T13:51:00,M-003,BBVA
T-7567,CU-623,3239.98,USD,AR,mobile,D-623,2025-12-06T14:06:00,M-013,SAN
T-5934,CU-367,7141.06,PEN,PE,web,D-367,2025-12-06T14:10:00,M-043,BBVA
T-4110,CU-219,3654.95,USD,CL,web,D-219,2025-12-06T14:16:00,M-008,SAN
T-5804,CU-397,1689.91,USD,AR,web,D-397,2025-12-06T14:17:00,M-028,BNA
T-1827,CU-259,2584.90,USD,US,mobile,D-259,2025-12-06T14:19:00,M-021,JPM
T-1770,CU-093,541.47,USD,ES,mobile,D-093,2025-12-06T14:27:00,M-048,SAN
T-3954,CU-361,4919.81,USD,CL,mobile,D-361,2025-12-06T14:29:00,M-015,SAN
T-5571,CU-682,5728.88,USD,US,web,D-682,2025-12-06T14:30:00,M-029,JPM
T-4068,CU-715,1385.42,USD,CO,web,D-715,2025-12-06T14:30:00,M-040,BAN
T-1302,CU-623,4336.52,USD,AR,mobile,D-623,2025-12-06T14:36:00,M-048,SAN
T-2335,CU-589,2249.21,USD,US,mobile,D-589,2025-12-06T14:37:00,M-032,WFC
T-5369,CU-578,3369.47,USD,CL,mobile,D-578,2025-12-06T14:43:00,M-016,SAN
T-2518,CU-752,2052.98,USD,US,web,D-752,2025-12-06T14:43:00,M-003,BAC
T-5157,CU-222,1503.78,USD,CL,web,D-222,2025-12-06T14:49:00,M-013,BCH
T-5794,CU-750,60.47,USD,CL,mobile,D-750,2025-12-06T14:51:00,M-023,BCH
T-7954,CU-644,155.85,USD,MX,web,D-644,2025-12-06T14:52:00,M-027,SAN
T-4857,CU-766,6454.09,USD,US,web,D-766,2025-12-06T14:55:00,M-014,BAC
T-1674,CU-938,1075.75,USD,MX,mobile,D-938,2025-12-06T15:00:00,M-035,SAN
T-7728,CU-992,1397.11,USD,MX,mobile,D-992,2025-12-06T15:04:00,M-001,BAN
T-2942,CU-382,1507.26,USD,US,web,D-382,2025-12-06T15:10:00,M-004,BAC
T-3955,CU-074,1572.17,USD,AR,mobile,D-074,2025-12-06T15:14:00,M-030,SAN
T-7934,CU-117,940.38,USD,US,mobile,D-117,2025-12-06T15:15:00,M-010,JPM
T-2797,CU-991,2099.62,USD,AR,web,D-991,2025-12-06T15:29:00,M-007,BNA
T-6897,CU-580,4684.81,USD,CL,mobile,D-580,2025-12-06T15:30:00,M-017,SAN
T-2609,CU-143,2788.92,USD,ES,web,D-143,2025-12-06T15:31:00,M-048,CABK
T-6405,CU-908,5358.07,USD,CL,mobile,D-908,2025-12-06T15:35:00,M-027,SAN
T-6356,CU-329,143.34,USD,US,web,D-329,2025-12-06T15:38:00,M-027,BAC
T-3214,CU-978,1535.77,USD,MX,web,D-978,2025-12-06T15:42:00,M-003,BBVA
T-7055,CU-511,974.81,USD,ES,web,D-511,2025-12-06T15:49:00,M-037,CABK
T-2280,CU-187,2286.44,USD,ES,web,D-187,2025-12-06T15:53:00,M-043,CABK
T-6997,CU-388,5503.77,USD,US,web,D-388,2025-12-06T15:57:00,M-022,BAC
T-6898,CU-137,2574.83,USD,MX,mobile,D-137,2025-12-06T16:03:00,M-043,BBVA
T-1610,CU-886,1189.00,USD,AR,mobile,D-886,2025-12-06T16:03:00,M-007,BNA
T-4416,CU-190,3946.62,USD,AR,mobile,D-190,2025-12-06T16:08:00,M-011,BNA
T-7599,CU-464,148.79,USD,ES,mobile,D-464,2025-12-06T16:26:00,M-010,CABK
T-6109,CU-964,287.64,USD,CL,web,D-964,2025-12-06T16:27:00,M-007,BCI
T-5893,CU-982,3082.97,PEN,PE,web,D-982,2025-12-06T16:32:00,M-014,IBK
T-3013,CU-664,3282.05,USD,ES,web,D-664,2025-12-06T16:32:00,M-044,CABK
T-5924,CU-894,782.81,USD,US,web,D-894,2025-12-06T16:32:00,M-006,WFC
T-3451,CU-145,5502.45,USD,MX,mobile,D-145,2025-12-06T16:38:00,M-025,BBVA
T-2581,CU-334,1583.63,USD,MX,mobile,D-334,2025-12-06T16:41:00,M-008,SAN
T-2814,CU-044,1972.50,USD,ES,mobile,D-044,2025-12-06T16:41:00,M-010,BBVA
T-7610,CU-869,5715.08,USD,US,mobile,D-869,2025-12-06T16:41:00,M-038,WFC
T-5174,CU-516,624.07,PEN,PE,mobile,D-516,2025-12-06T16:44:00,M-042,IBK
T-2735,CU-443,3225.47,USD,ES,web,D-443,2025-12-06T16:48:00,M-019,CABK
T-1297,CU-595,5690.89,USD,AR,web,D-595,2025-12-06T16:51:00,M-023,SAN
T-7739,CU-540,2335.05,USD,MX,web,D-540,2025-12-06T16:57:00,M-047,BAN
T-7455,CU-322,2690.27,USD,AR,web,D-322,2025-12-06T16:58:00,M-004,SAN
T-3577,CU-008,2322.21,PEN,PE,mobile,D-008,2025-12-06T17:00:00,M-033,BCP
T-6145,CU-530,390.04,USD,ES,web,D-530,2025-12-06T17:00:00,M-029,BBVA
T-5283,CU-501,712.86,USD,CL,mobile,D-501,2025-12-06T17:00:00,M-999,BCH
T-7590,CU-960,3590.51,USD,CO,web,D-960,2025-12-06T17:00:00,M-015,BAN
T-1971,CU-942,4146.32,USD,ES,web,D-942,2025-12-06T17:00:00,M-036,BBVA
T-1435,CU-255,1970.04,USD,AR,mobile,D-255,2025-12-06T17:03:00,M-012,SAN
T-3913,CU-930,2147.32,PEN,PE,mobile,D-930,2025-12-06T17:10:00,M-032,IBK
T-1113,CU-314,179.23,PEN,PE,web,D-314,2025-12-06T17:11:00,M-026,IBK
T-5782,CU-005,4546.27,USD,ES,web,D-005,2025-12-06T17:16:00,M-050,SAN
T-3244,CU-096,1987.13,USD,CO,web,D-096,2025-12-06T17:25:00,M-030,BOG
T-4447,CU-743,5257.73,USD,AR,web,D-743,2025-12-06T17:29:00,M-036,GAL
T-2569,CU-657,1100.25,USD,AR,web,D-657,2025-12-06T17:30:00,M-005,GAL
T-3744,CU-619,105.31,USD,US,mobile,D-619,2025-12-06T17:31:00,M-028,BAC
T-7752,CU-753,1480.61,USD,CO,web,D-753,2025-12-06T17:33:00,M-028,DAV
T-6253,CU-178,1697.36,USD,ES,mobile,D-178,2025-12-06T17:36:00,M-027,SAN
T-5789,CU-127,3077.59,USD,CL,web,D-127,2025-12-06T17:38:00,M-009,SAN
T-6193,CU-128,3288.08,USD,ES,web,D-128,2025-12-06T17:42:00,M-041,BBVA
T-6606,CU-047,2342.50,USD,AR,mobile,D-047,2025-12-06T17:43:00,M-030,BNA
T-1169,CU-221,5134.74,USD,US,mobile,D-221,2025-12-06T17:43:00,M-039,WFC
T-5200,CU-630,5393.39,USD,MX,web,D-630,2025-12-06T17:43:00,M-017,SAN
T-3182,CU-557,2930.21,USD,CO,mobile,D-557,2025-12-06T17:44:00,M-029,BAN
T-1205,CU-103,3069.61,USD,CL,mobile,D-103,2025-12-06T17:49:00,M-040,BCI
T-6574,CU-642,1653.77,USD,US,web,D-642,2025-12-06T17:55:00,M-014,BAC
T-1057,CU-565,967.52,USD,US,web,D-565,2025-12-06T17:58:00,M-001,JPM
T-2458,CU-018,1376.48,USD,ES,mobile,D-018,2025-12-06T17:58:00,M-044,BBVA
T-5950,CU-876,5714.36,USD,CL,web,D-876,2025-12-06T18:00:00,M-042,SAN
T-2144,CU-167,2270.87,USD,AR,mobile,D-167,2025-12-06T18:00:00,M-030,BNA
T-4260,CU-342,3392.16,USD,AR,web,D-342,2025-12-06T18:04:00,M-036,SAN
T-3670,CU-786,1398.60,USD,ES,web,D-786,2025-12-06T18:09:00,M-037,BBVA
T-2610,CU-543,2152.47,USD,CL,mobile,D-543,2025-12-06T18:13:00,M-023,BCI
T-3813,CU-262,3881.09,USD,ES,web,D-262,2025-12-06T18:30:00,M-041,BBVA
T-3823,CU-581,3321.07,USD,CO,web,D-581,2025-12-06T18:30:00,M-017,DAV
T-4434,CU-905,991.63,USD,CL,web,D-905,2025-12-06T18:43:00,M-019,BCI
T-2939,CU-420,133.54,USD,MX,web,D-420,2025-12-06T18:53:00,M-034,BBVA
T-3338,CU-199,1489.93,USD,CL,mobile,D-199,2025-12-06T18:57:00,M-004,BCI
T-7223,CU-105,2923.11,USD,MX,mobile,D-105,2025-12-06T18:58:00,M-049,BBVA
T-5518,CU-737,3616.46,USD,AR,web,D-737,2025-12-06T18:58:00,M-028,BNA
T-1675,CU-380,15605.22,USD,CO,mobile,D-380,2025-12-06T19:00:00,M-004,DAV
T-3261,CU-553,3236.99,PEN,PE,web,D-553,2025-12-06T19:07:00,M-043,IBK
T-2553,CU-621,2088.85,USD,US,mobile,D-621,2025-12-06T19:07:00,M-018,BAC
T-2127,CU-441,2076.71,USD,ES,web,D-441,2025-12-06T19:17:00,M-001,SAN
T-3690,CU-729,1615.18,USD,CO,mobile,D-729,2025-12-06T19:19:00,M-026,BAN
T-3177,CU-885,1805.45,USD,US,web,D-885,2025-12-06T19:27:00,M-003,JPM
T-4148,CU-347,5658.34,PEN,PE,web,D-347,2025-12-06T19:27:00,M-042,BBVA
T-7853,CU-971,2459.70,USD,AR,mobile,D-971,2025-12-06T19:35:00,M-050,SAN
T-2115,CU-758,4408.07,USD,CL,web,D-758,2025-12-06T19:37:00,M-050,SAN
T-1198,CU-823,3112.99,USD,MX,web,D-823,2025-12-06T19:41:00,M-040,BAN
T-4531,CU-873,2038.89,USD,ES,web,D-873,2025-12-06T19:44:00,M-025,CABK
T-6848,CU-936,663.98,USD,US,mobile,D-936,2025-12-06T19:52:00,M-017,JPM
T-2141,CU-095,775.10,USD,ES,mobile,D-095,2025-12-06T19:55:00,M-014,SAN
T-3804,CU-885,1354.79,USD,US,web,D-885,2025-12-06T19:59:00,M-031,JPM
T-6653,CU-469,6147.68,USD,AR,mobile,D-469,2025-12-06T20:10:00,M-032,SAN
T-4718,CU-682,2877.25,USD,US,web,D-682,2025-12-06T20:12:00,M-021,JPM
T-5951,CU-094,2805.96,USD,AR,mobile,D-094,2025-12-06T20:13:00,M-034,GAL
T-7755,CU-916,3159.37,USD,MX,web,D-916,2025-12-06T20:14:00,M-035,BAN
T-6767,CU-600,4375.41,USD,US,web,D-600,2025-12-06T20:18:00,M-008,JPM
T-3039,CU-308,3124.95,USD,ES,mobile,D-308,2025-12-06T20:19:00,M-045,BBVA
T-5343,CU-754,2016.47,USD,US,web,D-754,2025-12-06T20:32:00,M-007,BAC
T-4522,CU-983,1678.53,USD,MX,web,D-983,2025-12-06T20:39:00,M-025,BBVA
T-5706,CU-528,4428.99,USD,CL,web,D-528,2025-12-06T20:41:00,M-010,BCI
T-6589,CU-892,4640.08,USD,AR,mobile,D-892,2025-12-06T20:44:00,M-031,BNA
T-3252,CU-698,1466.10,USD,US,web,D-698,2025-12-06T20:46:00,M-023,WFC
T-2263,CU-731,3327.41,USD,CO,mobile,D-731,2025-12-06T20:46:00,M-014,BOG
T-5463,CU-033,3414.41,USD,AR,mobile,D-033,2025-12-06T20:48:00,M-030,GAL
T-5489,CU-091,1847.42,USD,MX,mobile,D-091,2025-12-06T20:58:00,M-042,BBVA
T-1229,CU-385,3518.86,USD,US,mobile,D-385,2025-12-06T20:58:00,M-006,WFC
T-4340,CU-731,3558.93,USD,CO,mobile,D-731,2025-12-06T21:19:00,M-022,BOG
T-1742,CU-265,2103.93,USD,ES,web,D-265,2025-12-06T21:20:00,M-015,CABK
T-3741,CU-473,1649.05,USD,CO,mobile,D-473,2025-12-06T21:26:00,M-035,BAN
T-4297,CU-238,2880.90,USD,US,mobile,D-238,2025-12-06T21:44:00,M-050,WFC
T-3331,CU-973,108.02,USD,MX,web,D-973,2025-12-06T21:51:00,M-012,BAN
T-3897,CU-286,393.54,PEN,PE,mobile,D-286,2025-12-06T22:31:00,M-038,BCP
T-4203,CU-571,4895.13,PEN,PE,mobile,D-571,2025-12-06T22:57:00,M-024,BBVA
T-6251,CU-294,8363.21,USD,CL,web,D-294,2025-12-07T00:24:00,M-002,SAN
T-1329,CU-649,1581.69,USD,MX,web,D-649,2025-12-07T06:25:00,M-007,BBVA
T-7748,CU-663,1641.18,USD,CL,mobile,D-663,2025-12-07T06:47:00,M-049,SAN
T-4644,CU-035,3034.15,USD,ES,web,D-035,2025-12-07T07:11:00,M-048,CABK
T-1257,CU-253,3511.40,USD,CL,mobile,D-253,2025-12-07T07:44:00,M-032,BCH
T-7570,CU-180,1137.72,USD,ES,web,D-180,2025-12-07T07:48:00,M-010,CABK
T-1560,CU-039,2310.07,USD,MX,mobile,D-039,2025-12-07T07:53:00,M-040,BBVA
T-4202,CU-730,779.30,USD,RU,mobile,D-999110,2025-12-07T08:35:00,M-032,BAN
T-2959,CU-537,630.20,USD,US,mobile,D-537,2025-12-07T08:43:00,M-041,BAC
T-1947,CU-711,5046.39,USD,MX,mobile,D-711,2025-12-07T08:59:00,M-003,BAN
T-5294,CU-260,1313.49,USD,CO,mobile,D-260,2025-12-07T09:00:00,M-013,BAN
T-7028,CU-532,1719.43,USD,US,web,D-532,2025-12-07T09:00:00,M-005,WFC
T-5512,CU-392,11522.65,PEN,PE,web,D-392,2025-12-07T09:00:00,M-031,BBVA
T-7277,CU-106,5294.46,PEN,PE,mobile,D-106,2025-12-07T09:00:00,M-019,BBVA
T-4371,CU-978,3645.90,USD,MX,web,D-978,2025-12-07T09:00:00,M-027,BBVA
T-7392,CU-063,6331.32,USD,MX,web,D-063,2025-12-07T09:27:00,M-034,BBVA
T-1852,CU-778,333.73,USD,US,web,D-778,2025-12-07T09:28:00,M-045,WFC
T-4144,CU-677,4105.62,USD,CL,web,D-677,2025-12-07T09:33:00,M-007,BCH
T-5443,CU-662,2714.06,USD,US,mobile,D-662,2025-12-07T09:34:00,M-038,BAC
T-3351,CU-175,1408.14,USD,CL,web,D-175,2025-12-07T09:37:00,M-015,BCH
T-1626,CU-932,2997.11,USD,MX,mobile,D-932,2025-12-07T09:37:00,M-035,BBVA
T-2112,CU-520,2023.17,USD,MX,web,D-520,2025-12-07T09:46:00,M-018,BAN
T-6993,CU-556,663.97,USD,CL,web,D-556,2025-12-07T09:47:00,M-048,BCH
T-3993,CU-863,1317.74,USD,AR,web,D-863,2025-12-07T09:53:00,M-048,BNA
T-4190,CU-040,1103.05,USD,MX,web,D-040,2025-12-07T09:54:00,M-032,SAN
T-2560,CU-736,870.30,PEN,PE,mobile,D-736,2025-12-07T10:00:00,M-042,CABK
T-2417,CU-123,605.16,PEN,PE,web,D-123,2025-12-07T10:00:00,M-048,BAN
T-5890,CU-027,4870.95,PEN,PE,mobile,D-027,2025-12-07T10:00:00,M-022,JPM
T-6075,CU-282,114.31,PEN,PE,mobile,D-282,2025-12-07T10:00:00,M-032,BNA
T-3557,CU-192,2796.11,PEN,PE,web,D-192,2025-12-07T10:00:00,M-002,BCH
T-1074,CU-699,1934.65,USD,US,web,D-699,2025-12-07T10:00:00,M-999,WFC
T-3163,CU-998,2565.38,USD,CL,mobile,D-998,2025-12-07T10:04:00,M-042,BCH
T-5854,CU-326,3684.07,USD,ES,web,D-326,2025-12-07T10:06:00,M-032,SAN
T-3399,CU-324,3904.20,PEN,PE,mobile,D-324,2025-12-07T10:17:00,M-004,IBK
T-1392,CU-653,5204.42,USD,AR,web,D-653,2025-12-07T10:23:00,M-034,GAL
T-7130,CU-945,2359.62,PEN,PE,mobile,D-945,2025-12-07T10:23:00,M-042,BBVA
T-2100,CU-992,1674.90,USD,MX,mobile,D-992,2025-12-07T10:29:00,M-007,BAN
T-5931,CU-048,4517.70,USD,MX,web,D-048,2025-12-07T10:30:00,M-047,SAN
T-7266,CU-997,401.77,USD,CO,web,D-997,2025-12-07T10:31:00,M-049,BOG
T-6834,CU-262,3839.56,USD,ES,web,D-262,2025-12-07T10:40:00,M-034,BBVA
T-5916,CU-411,2115.85,USD,MX,web,D-411,2025-12-07T10:45:00,M-036,SAN
T-5680,CU-984,1173.04,PEN,PE,mobile,D-984,2025-12-07T10:47:00,M-006,BBVA
T-2615,CU-800,3876.43,USD,ES,web,D-800,2025-12-07T10:51:00,M-049,SAN
T-6243,CU-564,1279.65,USD,US,mobile,D-564,2025-12-07T10:51:00,M-012,WFC
T-3167,CU-852,845.64,USD,AR,mobile,D-852,2025-12-07T10:59:00,M-001,SAN
T-7278,CU-106,5294.46,PEN,PE,mobile,D-106,2025-12-07T11:00:00,M-019,BBVA
T-4372,CU-978,3645.90,USD,MX,web,D-978,2025-12-07T11:00:00,M-027,BBVA
T-5513,CU-392,11522.65,PEN,PE,web,D-392,2025-12-07T11:00:00,M-031,BBVA
T-5295,CU-260,1313.49,USD,CO,mobile,D-260,2025-12-07T11:00:00,M-013,BAN
T-6170,CU-207,1579.04,USD,AR,mobile,D-207,2025-12-07T11:00:00,M-999,GAL
T-3466,CU-859,756.76,USD,CO,mobile,D-859,2025-12-07T11:04:00,M-016,DAV
T-3539,CU-149,1736.77,USD,US,mobile,D-149,2025-12-07T11:04:00,M-029,JPM
T-1788,CU-371,2648.61,USD,AR,mobile,D-371,2025-12-07T11:05:00,M-019,BNA
T-7436,CU-392,5167.75,PEN,PE,web,D-392,2025-12-07T11:17:00,M-040,BBVA
T-1981,CU-853,2211.75,USD,US,web,D-853,2025-12-07T11:21:00,M-010,WFC
T-1174,CU-007,1205.13,USD,CL,mobile,D-007,2025-12-07T11:28:00,M-024,SAN
T-5528,CU-735,4409.86,PEN,PE,web,D-735,2025-12-07T11:28:00,M-014,IBK
T-2561,CU-736,870.30,USD,ES,mobile,D-736,2025-12-07T11:30:00,M-038,CABK
T-6076,CU-282,114.31,USD,ES,mobile,D-282,2025-12-07T11:30:00,M-033,BNA
T-2418,CU-123,605.16,USD,ES,web,D-123,2025-12-07T11:30:00,M-016,BAN
T-5891,CU-027,4870.95,USD,ES,mobile,D-027,2025-12-07T11:30:00,M-019,JPM
T-3558,CU-192,2796.11,USD,ES,web,D-192,2025-12-07T11:30:00,M-032,BCH
T-3555,CU-611,3275.35,USD,MX,web,D-611,2025-12-07T11:36:00,M-003,SAN
T-3649,CU-609,3076.79,USD,AR,mobile,D-609,2025-12-07T11:47:00,M-018,BNA
T-1994,CU-533,1701.81,USD,CL,web,D-533,2025-12-07T11:47:00,M-039,BCI
T-5251,CU-241,273.52,USD,ES,mobile,D-241,2025-12-07T11:56:00,M-010,CABK
T-1005,CU-180,911.30,USD,ES,web,D-180,2025-12-07T11:56:00,M-029,CABK
T-3476,CU-913,3429.55,USD,US,web,D-913,2025-12-07T12:00:00,M-038,WFC
T-6989,CU-758,2156.94,USD,CL,web,D-758,2025-12-07T12:01:00,M-039,SAN
T-1037,CU-584,141.71,USD,AR,mobile,D-584,2025-12-07T12:01:00,M-034,SAN
T-1038,CU-584,170.69,USD,AR,mobile,D-584,2025-12-07T12:02:00,M-034,SAN
T-1039,CU-584,47.30,USD,AR,mobile,D-584,2025-12-07T12:03:00,M-034,SAN
T-1040,CU-584,174.23,USD,AR,mobile,D-584,2025-12-07T12:04:00,M-034,SAN
T-4789,CU-434,876.06,USD,US,web,D-434,2025-12-07T12:07:00,M-043,JPM
T-5025,CU-180,790.95,USD,ES,web,D-180,2025-12-07T12:08:00,M-037,CABK
T-2589,CU-227,4609.29,PEN,PE,web,D-227,2025-12-07T12:18:00,M-007,IBK
T-4895,CU-351,6888.52,USD,MX,web,D-351,2025-12-07T12:19:00,M-028,BAN
T-4864,CU-117,430.95,USD,US,mobile,D-117,2025-12-07T12:24:00,M-024,JPM
T-4189,CU-289,4947.18,USD,CL,mobile,D-289,2025-12-07T12:25:00,M-016,BCI
T-4272,CU-281,2820.34,USD,US,web,D-281,2025-12-07T12:32:00,M-002,BAC
T-4406,CU-195,4162.73,USD,CL,web,D-195,2025-12-07T12:39:00,M-036,BCI
T-7235,CU-469,7001.46,USD,AR,mobile,D-469,2025-12-07T12:40:00,M-024,SAN
