customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit,currency,timezone,segment
CU-0195,846.75,07-19,ES,D-0195,mobile,2024-04-12,2025-12-27T07:01:53,SAN,5266.38,EUR,Europe/Madrid,retail
CU-0196,19950.15,09-19,MX,D-0196,web,2021-01-08,2025-12-18T22:08:24,SAN,111797.46,MXN,America/Tijuana,retail
CU-0197,447.26,09-21,ES,D-0197,web,2023-03-14,2025-12-17T23:20:34,BBVA,1707.83,EUR,Europe/Madrid,retail
CU-0198,3121726.49,06-19,AR,D-0198,web,2024-05-08,2025-12-14T07:45:06,SAN,22578110.65,ARS,America/Argentina/Buenos_Aires,premium
CU-0199,100.74,11-20,ES,D-0199,web,2023-02-02,2025-12-29T20:14:51,CABK,463.43,EUR,Europe/Madrid,retail
CU-0200,295.54,09-22,US,D-0200,mobile,2022-05-01,2025-12-24T02:53:18,WFC,1634.12,USD,America/New_York,retail
CU-0201,1054321.35,10-19,AR,D-0201,mobile,2020-12-05,2025-12-03T00:03:39,SAN,6517241.85,ARS,America/Argentina/Buenos_Aires,retail
CU-0202,806.19,10-20,US,D-0202,web,2021-09-16,2025-12-13T08:51:35,BAC,3671.91,USD,America/Chicago,retail
CU-0203,1015.96,11-18,,D-0203,mobile,2024-09-20,2025-12-11T15:50:30,WFC,7277.73,USD,America/Chicago,retail
CU-0204,4783137.95,10-21,CO,D-0204,mobile,2021-08-22,2025-12-03T04:37:20,DAV,23157790.31,COP,America/Bogota,retail
CU-0205,48330.90,09-21,CL,D-0205,web,2024-04-17,2025-12-23T06:03:28,SAN,294719.25,CLP,America/Santiago,retail
CU-0206,1494979.60,22-06,CO,D-0206,mobile,2021-02-19,2025-12-28T18:48:45,BOG,8820258.45,COP,America/Bogota,premium
CU-0207,849728.00,07-22,,D-0207,web,2025-12-04,2025-12-22T15:44:35,GAL,5718351.68,ARS,America/Argentina/Buenos_Aires,retail
CU-0208,2418744.91,09-18,CL,D-0208,web,2025-11-17,2025-12-11T21:44:32,BCH,10108631.57,CLP,America/Santiago,premium
CU-0209,2344811.91,08-21,AR,D-0209,web,2020-10-16,2025-12-05T19:09:49,SAN,16245462.09,ARS,America/Argentina/Buenos_Aires,premium
CU-0210,15395.22,11-22,MX,D-0210,mobile,2025-11-21,2025-12-21T18:41:34,BAN,91279.04,MXN,America/Tijuana,retail
CU-0211,5801415.47,09-18,CO,D-0211,web,2021-05-04,2025-12-06T03:38:38,DAV,30797765.85,COP,America/Bogota,premium
CU-0212,2209513.23,11-18,CO,D-0212,mobile,2023-12-25,2025-12-20T23:24:35,BAN,14687830.10,COP,America/Bogota,retail
CU-0213,1125472.63,11-21,AR,D-0213,web,2025-11-05,2025-12-23T13:55:09,GAL,3627369.63,ARS,America/Argentina/Buenos_Aires,premium
CU-0214,510480.74,09-18,CL,D-0214,web,2023-08-11,2025-12-20T17:57:42,BCH,3513921.12,CLP,America/Santiago,retail
CU-0215,11921.11,11-19,MX,D-0215,mobile,2022-04-24,2025-12-15T15:06:20,BAN,60266.91,MXN,America/Tijuana,retail
CU-0216,2580.85,10-19,ES,D-0216,web,2021-05-03,2025-12-23T04:23:48,CABK,15800.29,EUR,Europe/Madrid,premium
CU-0217,4671224.52,06-22,CO,D-0217,web,2020-02-21,2025-12-04T09:56:06,DAV,28226511.15,COP,America/Bogota,retail
CU-0218,609184.22,10-19,CL,D-0218,mobile,2021-11-09,2025-12-07T21:48:16,SAN,4814129.54,CLP,America/Santiago,retail
CU-0219,930207.33,07-22,AR,D-0219,web,2025-10-03,2025-12-22T15:56:01,GAL,6729672.03,ARS,America/Argentina/Buenos_Aires,premium
CU-0220,3123.85,11-21,US,D-0220,mobile,2023-11-10,2025-12-03T18:48:31,WFC,16558.94,USD,America/New_York,premium
CU-0221,608.92,09-22,ES,D-0221,web,2023-12-14,2025-12-27T08:39:57,BBVA,4135.86,EUR,Europe/Madrid,retail
CU-0222,901.79,11-20,PE,D-0222,mobile,2023-01-10,2025-12-20T02:05:38,IBK,2999.37,PEN,America/Lima,premium
CU-0223,1875.86,10-20,PE,D-0223,web,2025-10-13,2025-12-10T07:23:59,BCP,6503.68,PEN,America/Lima,retail
CU-0224,993.35,06-19,ES,D-0224,mobile,2023-04-06,2025-12-12T01:06:15,CABK,4531.41,EUR,Europe/Madrid,premium
CU-0225,58971.50,11-18,MX,D-0225,mobile,2020-07-08,2025-12-05T15:42:36,BAN,258561.86,MXN,America/Tijuana,premium
CU-0226,145983.70,09-20,AR,D-0226,mobile,2020-07-21,2025-12-21T12:33:03,GAL,1082043.13,ARS,America/Argentina/Buenos_Aires,retail
CU-0227,1624.84,08-22,,D-0227,web,2022-01-04,2025-12-25T19:33:25,BAC,6192.54,USD,America/Chicago,premium
CU-0228,21050.57,06-21,MX,D-0228,mobile,2025-11-20,2025-12-06T18:59:43,BBVA,98605.13,MXN,America/Monterrey,retail
CU-0229,2984.65,10-19,US,D-0229,mobile,2022-12-26,2025-12-16T20:27:55,BAC,15807.68,USD,America/Chicago,premium
CU-0230,3616.99,06-20,PE,D-0230,web,2025-11-28,2025-12-11T22:47:21,BCP,13418.53,PEN,America/Lima,premium
CU-0231,17588.25,08-20,MX,D-0231,web,2023-02-02,2025-12-03T07:55:27,SAN,126964.07,MXN,America/Monterrey,retail
CU-0232,1034097.85,08-21,AR,D-0232,mobile,2025-10-26,2025-12-15T05:14:20,SAN,4276923.01,ARS,America/Argentina/Buenos_Aires,retail
CU-0233,1478.29,11-21,PE,D-0233,mobile,2020-07-09,2025-12-03T12:14:17,IBK,9262.69,PEN,America/Lima,retail
CU-0234,3904.83,08-20,,D-0234,mobile,2023-05-08,2025-12-30T02:18:29,IBK,11718.17,PEN,America/Lima,retail
CU-0235,600930.57,11-19,AR,D-0235,mobile,2025-10-23,2025-12-16T18:45:50,SAN,1856875.73,ARS,America/Argentina/Buenos_Aires,retail
CU-0236,2562.64,10-18,US,D-0236,web,2023-07-25,2025-12-28T18:46:51,BAC,18444.10,USD,America/Los_Angeles,premium
CU-0237,564852.93,06-18,AR,D-0237,mobile,2025-11-03,2025-12-24T19:24:13,SAN,1887571.68,ARS,America/Argentina/Buenos_Aires,premium
CU-0238,7052.82,11-18,MX,D-0238,mobile,2022-04-08,2025-12-02T08:45:21,BBVA,31734.84,MXN,America/Monterrey,retail
CU-0239,380199.25,06-21,,D-0239,web,2022-02-21,2025-12-21T04:47:19,BCH,1595905.68,CLP,America/Santiago,premium
CU-0240,7339569.88,06-22,CO,D-0240,web,2025-12-08,2025-12-10T16:33:23,BAN,49085786.42,COP,America/Bogota,premium
CU-0241,45825.37,11-21,MX,D-0241,mobile,2020-03-26,2025-12-20T21:39:20,SAN,156311.96,MXN,America/Tijuana,premium
CU-0242,861.41,09-21,ES,D-0242,mobile,2023-03-22,2025-12-12T01:23:33,CABK,5339.04,EUR,Europe/Madrid,retail
CU-0243,1063274.72,11-18,CL,D-0243,mobile,2020-12-06,2025-12-26T07:18:59,SAN,4619710.40,CLP,America/Santiago,retail
CU-0244,6305.19,08-20,PE,D-0244,mobile,2024-04-24,2025-12-17T12:37:48,BBVA,33826.44,PEN,America/Lima,premium
CU-0245,1117.14,09-18,PE,D-0245,mobile,2024-05-17,2025-12-30T09:42:53,BBVA,3556.53,PEN,America/Lima,retail
CU-0246,1874.30,06-18,PE,D-0246,mobile,2024-03-27,2025-12-07T22:40:38,BCP,6439.09,PEN,America/Lima,retail
CU-0247,406326.41,11-22,CO,D-0247,web,2023-03-12,2025-12-08T07:52:44,BAN,2134426.58,COP,America/Bogota,retail
CU-0248,3690.23,07-22,PE,D-0248,mobile,2020-11-14,2025-12-23T12:46:22,BCP,28692.65,PEN,America/Lima,retail
CU-0249,947103.65,09-18,CL,D-0249,web,2025-11-06,2025-12-18T04:18:46,BCH,4056891.15,CLP,America/Santiago,retail
CU-0250,5715.12,06-19,PE,D-0250,web,2024-09-10,2025-12-02T18:10:12,BBVA,26320.44,PEN,America/Lima,premium
CU-0251,781510.45,06-21,AR,D-0251,web,2023-06-27,2025-12-21T01:28:37,SAN,5913247.82,ARS,America/Argentina/Buenos_Aires,retail
CU-0252,213457.69,11-21,AR,D-0252,web,2022-01-23,2025-12-13T14:25:36,BNA,652867.40,ARS,America/Argentina/Buenos_Aires,retail
CU-0253,692438.76,06-21,AR,D-0253,web,2022-02-04,2025-12-03T12:54:08,BNA,3265428.16,ARS,America/Argentina/Buenos_Aires,retail
CU-0254,2871998.80,07-20,AR,D-0254,web,2023-12-15,2025-12-09T22:39:10,GAL,15026577.98,ARS,America/Argentina/Buenos_Aires,premium
CU-0255,2964941.17,06-19,CO,D-0255,mobile,2023-05-07,2025-12-04T04:55:00,BAN,19354926.38,COP,America/Bogota,retail
CU-0256,204865.84,09-19,CL,D-0256,mobile,2022-11-15,2025-12-27T10:48:48,SAN,640664.40,CLP,America/Santiago,retail
CU-0257,11893.47,09-18,MX,D-0257,web,2023-01-13,2025-12-18T04:29:55,SAN,85735.47,MXN,America/Monterrey,retail
CU-0258,824629.62,11-20,CO,D-0258,mobile,2022-10-19,2025-12-18T05:58:14,BAN,2883326.55,COP,America/Bogota,retail
CU-0259,199554.95,10-19,AR,D-0259,mobile,2024-03-23,2025-12-06T03:17:59,BNA,1432285.93,ARS,America/Argentina/Buenos_Aires,retail
CU-0260,560.30,11-21,PE,D-0260,web,2024-06-04,2025-12-05T04:40:48,BCP,3381.07,PEN,America/Lima,retail
CU-0261,730.76,08-20,US,D-0261,mobile,2021-03-26,2025-12-17T20:45:43,JPM,3094.43,USD,America/Los_Angeles,premium
CU-0262,2765460.60,09-22,CO,D-0262,web,2024-02-11,2025-12-04T18:16:34,DAV,13098286.64,COP,America/Bogota,retail
CU-0263,704783.97,10-22,AR,D-0263,mobile,2023-05-17,2025-12-05T03:53:18,SAN,4301509.69,ARS,America/Argentina/Buenos_Aires,retail
CU-0264,4383491.21,10-21,CO,D-0264,mobile,2024-06-11,2025-12-07T04:16:55,BAN,28978016.25,COP,America/Bogota,retail
CU-0265,268891.35,08-20,AR,D-0265,mobile,2023-12-20,2025-12-06T22:57:35,GAL,2110269.70,ARS,America/Argentina/Buenos_Aires,premium
CU-0266,1134826.22,08-20,CO,D-0266,mobile,2020-03-18,2025-12-17T18:52:13,BOG,7727021.47,COP,America/Bogota,retail
CU-0267,1679.92,09-22,US,D-0267,web,2020-08-20,2025-12-13T16:16:48,JPM,10097.30,USD,America/Los_Angeles,premium
CU-0268,1634735.77,10-22,CO,D-0268,web,2024-07-16,2025-12-18T21:28:21,BOG,6997057.88,COP,America/Bogota,retail
CU-0269,3385649.19,11-22,CO,D-0269,mobile,2023-02-09,2025-12-24T02:55:29,BAN,12432698.50,COP,America/Bogota,retail
CU-0270,60192.78,07-18,AR,D-0270,mobile,2022-01-04,2025-12-25T04:00:14,BNA,480886.40,ARS,America/Argentina/Buenos_Aires,retail
CU-0271,16495.96,06-18,MX,D-0271,mobile,2022-02-08,2025-12-23T08:33:45,BAN,112908.48,MXN,America/Tijuana,retail
CU-0272,113320.19,08-21,CL,D-0272,web,2024-02-13,2025-12-29T18:58:37,SAN,537602.62,CLP,America/Santiago,retail
CU-0273,2315.16,11-21,PE,D-0273,mobile,2021-10-13,2025-12-24T14:30:59,BBVA,16142.63,PEN,America/Lima,retail
CU-0274,460351.74,11-20,CL,D-0274,mobile,2024-07-21,2025-12-07T00:16:40,SAN,2054354.38,CLP,America/Santiago,retail
CU-0275,1596.95,08-18,,D-0275,web,2025-11-01,2025-12-17T22:22:31,BAN,6504.60,MXN,America/Tijuana,retail
CU-0276,994.65,09-19,US,D-0276,mobile,2025-11-20,2025-12-28T13:51:52,WFC,5742.40,USD,America/Chicago,retail
CU-0277,1944586.13,07-21,AR,D-0277,web,2021-02-24,2025-12-02T10:40:11,BNA,7222931.45,ARS,America/Argentina/Buenos_Aires,premium
CU-0278,151344.44,10-19,CL,D-0278,mobile,2020-07-24,2025-12-18T07:40:05,BCH,597083.73,CLP,America/Santiago,retail
CU-0279,811.84,22-05,ES,D-0279,web,2022-03-09,2025-12-27T01:43:03,BBVA,3719.32,EUR,Europe/Madrid,retail
CU-0280,1020988.25,11-21,CL,D-0280,web,2024-01-26,2025-12-23T00:59:26,BCH,5219212.92,CLP,America/Santiago,retail
CU-0281,49515.98,22-07,CL,D-0281,web,2024-01-24,2025-12-12T10:16:03,BCI,189882.17,CLP,America/Santiago,retail
CU-0282,1453.21,08-20,,D-0282,mobile,2024-10-17,2025-12-05T21:47:38,BCP,5125.22,PEN,America/Lima,retail
CU-0283,2305418.18,11-20,CO,D-0283,mobile,2020-12-07,2025-12-09T12:17:36,BAN,9324064.69,COP,America/Bogota,retail
CU-0284,925.11,06-20,ES,D-0284,mobile,2025-11-26,2025-12-22T00:35:44,CABK,3755.92,EUR,Europe/Madrid,retail
CU-0285,1643.93,09-19,MX,D-0285,web,2023-06-12,2025-12-12T20:27:39,BAN,8176.37,MXN,America/Tijuana,retail
CU-0286,3972.86,08-22,PE,D-0286,web,2025-11-19,2025-12-22T21:09:52,IBK,17627.77,PEN,America/Lima,retail
CU-0287,45427.56,11-19,MX,D-0287,mobile,2020-04-14,2025-12-10T02:24:02,SAN,191224.79,MXN,America/Tijuana,premium
CU-0288,12120.93,10-20,PE,D-0288,web,2023-10-26,2025-12-06T00:19:54,IBK,52524.55,PEN,America/Lima,premium
CU-0289,2403.11,08-22,PE,D-0289,mobile,2022-09-02,2025-12-05T05:06:31,BCP,18936.67,PEN,America/Lima,retail
CU-0290,10424.16,09-18,PE,D-0290,mobile,2023-11-21,2025-12-04T12:06:35,IBK,58269.00,PEN,America/Lima,premium
CU-0291,308536.84,06-18,CO,D-0291,mobile,2024-06-27,2025-12-04T07:02:28,BAN,2311805.77,COP,America/Bogota,retail
CU-0292,48037.56,09-21,MX,D-0292,mobile,2023-10-08,2025-12-09T22:04:55,BAN,260382.09,MXN,America/Monterrey,business
CU-0293,625938.82,06-20,CL,D-0293,mobile,2023-07-10,2025-12-25T09:58:44,BCI,4309363.47,CLP,America/Santiago,retail
CU-0294,4715605.29,09-21,CO,D-0294,web,2022-01-17,2025-12-15T19:37:23,DAV,26578688.25,COP,America/Bogota,retail
CU-0295,4821.37,11-19,ES,D-0295,mobile,2020-02-05,2025-12-20T19:40:10,BBVA,15925.68,EUR,Europe/Madrid,business
CU-0296,12783.03,10-19,PE,D-0296,web,2024-06-06,2025-12-30T21:17:13,BBVA,72202.37,PEN,America/Lima,premium
CU-0297,547738.40,11-22,AR,D-0297,mobile,2023-11-12,2025-12-01T16:47:10,BNA,1763443.62,ARS,America/Argentina/Buenos_Aires,retail
CU-0298,1031.85,11-18,US,D-0298,mobile,2025-12-08,2025-12-10T15:55:58,BAC,4343.97,USD,America/Chicago,retail
CU-0299,3352.03,07-20,PE,D-0299,web,2021-10-06,2025-12-04T11:50:28,IBK,17748.39,PEN,America/Lima,premium
CU-0300,61303.87,10-19,MX,D-0300,mobile,2024-10-08,2025-12-30T03:46:29,BBVA,478211.75,MXN,America/Monterrey,premium
CU-0301,853696.05,07-22,CL,D-0301,mobile,2023-09-05,2025-12-10T03:36:27,SAN,6659545.38,CLP,America/Santiago,retail
CU-0302,701566.42,09-19,CL,D-0302,web,2022-06-05,2025-12-27T02:43:12,BCH,2883704.13,CLP,America/Santiago,retail
CU-0303,1086.59,08-19,US,D-0303,web,2020-09-07,2025-12-17T02:19:19,JPM,4095.40,USD,America/Chicago,retail
CU-0304,1396300.41,07-18,CO,D-0304,mobile,2024-04-20,2025-12-21T17:03:00,DAV,7291238.83,COP,America/Bogota,premium
CU-0305,1000.23,09-19,PE,D-0305,web,2022-09-09,2025-12-05T00:16:21,BBVA,7592.94,PEN,America/Lima,retail
CU-0306,5555.23,08-20,MX,D-0306,web,2022-12-26,2025-12-19T18:44:59,SAN,28647.78,MXN,America/Monterrey,retail
CU-0307,1024582.49,10-21,CL,D-0307,web,2021-04-15,2025-12-18T19:44:28,BCH,7646245.13,CLP,America/Santiago,retail
CU-0308,2931491.41,11-18,CO,D-0308,web,2023-10-15,2025-12-03T04:00:02,BOG,9275379.89,COP,America/Bogota,retail
CU-0309,12134397.81,07-22,CO,D-0309,mobile,2021-04-03,2025-12-02T16:22:52,BOG,56557884.15,COP,America/Bogota,premium
CU-0310,5033.16,11-18,MX,D-0310,web,2024-09-22,2025-12-06T04:56:09,SAN,18317.35,MXN,America/Monterrey,premium
CU-0311,184812.59,08-21,AR,D-0311,mobile,2023-06-19,2025-12-04T14:40:04,BNA,958698.61,ARS,America/Argentina/Buenos_Aires,premium
CU-0312,2027904.29,22-05,CL,D-0312,mobile,2022-03-14,2025-12-25T15:58:46,SAN,15169137.78,CLP,America/Santiago,premium
CU-0313,1064.33,10-22,ES,D-0313,mobile,2020-11-23,2025-12-10T09:31:58,BBVA,7206.84,EUR,Europe/Madrid,retail
CU-0314,1742136.52,07-18,CL,D-0314,web,2025-12-08,2025-12-23T19:46:24,BCI,7568248.20,CLP,America/Santiago,premium
CU-0315,99951.19,06-20,MX,D-0315,mobile,2020-09-24,2025-12-02T07:14:31,SAN,690028.96,MXN,America/Monterrey,business
CU-0316,3327431.10,10-18,AR,D-0316,web,2021-11-09,2025-12-29T08:12:05,GAL,21538385.43,ARS,America/Argentina/Buenos_Aires,premium
CU-0317,1057.77,06-21,ES,D-0317,mobile,2024-07-01,2025-12-17T02:25:14,BBVA,7703.41,EUR,Europe/Madrid,retail
CU-0318,292.20,11-19,PE,D-0318,web,2021-07-04,2025-12-24T18:05:56,BCP,2102.38,PEN,America/Lima,retail
CU-0319,7457.48,10-20,PE,D-0319,mobile,2024-03-19,2025-12-12T15:58:42,BBVA,38390.96,PEN,America/Lima,premium
CU-0320,854.20,07-20,PE,D-0320,web,2024-08-07,2025-12-14T23:54:02,BBVA,3885.70,PEN,America/Lima,retail
CU-0321,2948400.32,09-18,CL,D-0321,web,2023-05-11,2025-12-05T11:16:05,BCH,9024416.10,CLP,America/Santiago,premium
CU-0322,48200.61,11-20,,D-0322,web,2025-12-02,2025-12-19T15:40:18,BAN,242094.16,MXN,America/Mexico_City,premium
CU-0323,460294.02,09-18,CO,D-0323,web,2023-06-07,2025-12-15T22:13:22,BOG,2241450.17,COP,America/Bogota,retail
CU-0324,741268.10,07-19,AR,D-0324,web,2020-08-26,2025-12-30T09:16:01,GAL,5894422.28,ARS,America/Argentina/Buenos_Aires,retail
CU-0325,180.30,10-19,US,D-0325,mobile,2025-11-11,2025-12-17T16:11:06,WFC,904.75,USD,America/Denver,retail
CU-0326,644.31,07-21,US,D-0326,mobile,2021-06-22,2025-12-26T10:54:38,WFC,4317.40,USD,America/New_York,retail
CU-0327,1029723.03,11-21,CL,D-0327,mobile,2022-04-03,2025-12-15T01:29:52,SAN,4619804.96,CLP,America/Santiago,retail
CU-0328,1159767.67,07-18,AR,D-0328,web,2020-11-04,2025-12-27T01:28:03,BNA,4934191.23,ARS,America/Argentina/Buenos_Aires,retail
CU-0329,687166.70,08-20,CO,D-0329,mobile,2024-11-24,2025-12-22T03:33:29,BAN,2593465.43,COP,America/Bogota,retail
CU-0330,9348.74,09-18,MX,D-0330,web,2023-03-01,2025-12-10T03:08:44,BAN,28765.83,MXN,America/Tijuana,retail
CU-0331,1173558.00,07-20,AR,D-0331,mobile,2021-03-20,2025-12-27T20:24:27,SAN,4118561.32,ARS,America/Argentina/Buenos_Aires,retail
CU-0332,890856.14,08-19,CL,,web,2023-01-11,2025-12-25T08:41:49,BCH,4956395.70,CLP,America/Santiago,retail
CU-0333,2009958.39,09-18,CL;PE,D-0333,mobile,2024-11-16,2025-12-02T07:10:49,BCI,14848266.58,CLP,America/Santiago,business
CU-0334,2243224.45,07-19,AR,D-0334,mobile,2022-04-27,2025-12-13T23:45:02,GAL,14276684.24,ARS,America/Argentina/Buenos_Aires,premium
CU-0335,904313.72,11-20,AR,D-0335,mobile,2021-01-09,2025-12-29T05:42:24,SAN,6049485.28,ARS,America/Argentina/Buenos_Aires,retail
CU-0336,3866.40,10-18,PE,D-0336,mobile,2025-11-26,2025-12-27T20:01:57,IBK,29292.95,PEN,America/Lima,retail
CU-0337,3445119.82,09-19,CO,D-0337,mobile,2022-05-15,2025-12-28T17:33:21,BOG,17701048.61,COP,America/Bogota,retail
CU-0338,75.20,10-20,US,D-0338,mobile,2023-12-15,2025-12-01T22:02:13,BAC,338.79,USD,America/Chicago,retail
CU-0339,3876.92,10-22,PE,D-0339,web,2021-12-21,2025-12-18T06:02:44,IBK,14722.45,PEN,America/Lima,premium
CU-0340,506.82,06-21,ES,D-0340,mobile,2023-11-24,2025-12-10T22:24:20,SAN,3562.55,EUR,Europe/Madrid,retail
CU-0341,124318.06,10-22,CL,D-0341,mobile,2021-01-10,2025-12-26T06:15:32,BCH,915376.13,CLP,America/Santiago,retail
CU-0342,156829.28,10-20,MX,D-0342,web,2020-06-05,2025-12-10T22:16:11,SAN,531369.57,MXN,America/Monterrey,business
CU-0343,555092.19,10-22,AR,D-0343,web,2024-04-15,2025-12-16T22:44:16,SAN,3359825.25,ARS,America/Argentina/Buenos_Aires,retail
CU-0344,15777.91,07-18,MX,D-0344,mobile,2020-11-10,2025-12-19T13:57:09,SAN,105112.52,MXN,America/Monterrey,retail
CU-0345,167.56,22-06,ES,D-0345,web,2022-06-15,2025-12-30T23:07:42,SAN,680.21,EUR,Europe/Madrid,retail
CU-0346,5862.37,08-20,PE,D-0346,mobile,2021-01-18,2025-12-02T18:12:53,BCP,30160.26,PEN,America/Lima,premium
CU-0347,75.46,06-22,US,D-0347,mobile,2024-07-24,2025-12-26T16:06:12,JPM,582.97,USD,America/Chicago,retail
CU-0348,3073.71,10-18,,D-0348,web,2020-11-25,2025-12-27T02:14:28,BCP,21100.82,PEN,America/Lima,retail
CU-0349,3367705.49,06-21,CO,D-0349,web,2020-09-22,2025-12-16T08:50:43,BOG,14367850.45,COP,America/Bogota,retail
CU-0350,2880875.80,08-20,AR,D-0350,mobile,2020-03-11,2025-12-21T13:29:56,GAL,15143238.84,ARS,America/Argentina/Buenos_Aires,premium
CU-0351,1492057.04,11-21,CO,D-0351,web,2020-08-04,2025-12-15T19:56:48,BAN,6027584.87,COP,America/Bogota,retail
CU-0352,1445.37,09-22,US,D-0352,web,2021-03-19,2025-12-03T21:13:39,WFC,10145.16,USD,America/Denver,premium
CU-0353,480652.46,08-19,AR,D-0353,web,2022-11-11,2025-12-02T16:08:27,SAN,2329919.38,ARS,America/Argentina/Buenos_Aires,retail
CU-0354,143.71,06-21,ES,D-0354,mobile,2020-10-26,2025-12-05T15:44:38,BBVA,505.63,EUR,Europe/Madrid,retail
CU-0355,190.24,09-22,ES,D-0355,web,2023-09-06,2025-12-29T16:15:22,CABK,1209.12,EUR,Europe/Madrid,retail
CU-0356,6577650.94,07-22,CO,D-0356,web,2021-12-10,2025-12-29T12:10:53,BOG,45198416.67,COP,America/Bogota,premium
CU-0357,9700.68,11-21,PE,D-0357,mobile,2023-11-15,2025-12-16T16:25:01,BBVA,39526.03,PEN,America/Lima,business
CU-0358,504.39,11-18,ES,D-0358,mobile,2020-03-06,2025-12-03T00:29:44,SAN,2650.01,EUR,Europe/Madrid,retail
CU-0359,370.23,11-19,US,D-0359,web,2024-04-23,2025-12-23T05:23:19,BAC,2322.65,USD,America/New_York,retail
CU-0360,426.24,06-22,ES,D-0360,web,2024-05-03,2025-12-15T04:59:55,BBVA,2200.14,EUR,Europe/Madrid,retail
CU-0361,951.34,11-20,US,D-0361,mobile,2024-07-08,2025-12-13T05:17:01,WFC,4894.57,USD,America/New_York,retail
CU-0362,862863.53,08-21,AR,,mobile,2022-11-10,2025-12-03T12:26:34,SAN,6761672.96,ARS,America/Argentina/Buenos_Aires,retail
CU-0363,359671.33,08-21,CL,D-0363,web,2022-05-19,2025-12-22T10:29:59,BCH,1651079.24,CLP,America/Santiago,retail
CU-0364,2179339.20,07-18,CO,D-0364,mobile,2025-11-02,2025-12-23T14:42:57,BOG,6724893.56,COP,America/Bogota,business
CU-0365,3073224.62,07-20,CO,D-0365,web,2023-03-11,2025-12-02T09:42:24,BOG,22502661.54,COP,America/Bogota,retail
CU-0366,1005668.47,09-22,CL,D-0366,web,2022-05-19,2025-12-21T11:49:03,SAN,7689037.01,CLP,America/Santiago,retail
CU-0367,2147.27,11-20,PE,D-0367,mobile,2022-02-27,2025-12-23T21:17:55,IBK,16533.25,PEN,America/Lima,retail
CU-0368,2909527.04,22-07,CO,D-0368,web,2020-09-22,2025-12-10T21:18:00,BOG,16007627.81,COP,America/Bogota,premium
CU-0369,473.31,11-19,ES,D-0369,web,2020-02-20,2025-12-18T15:32:54,CABK,1903.10,EUR,Europe/Madrid,retail
CU-0370,6859390.20,09-20,CO,D-0370,mobile,2021-02-05,2025-12-17T05:01:35,DAV,36178908.48,COP,America/Bogota,premium
CU-0371,901.65,08-21,US,D-0371,mobile,2024-08-26,2025-12-30T16:19:51,WFC,3132.82,USD,America/Los_Angeles,retail
CU-0372,807902.22,10-20,AR,D-0372,web,2022-05-23,2025-12-24T08:34:50,BNA,3276979.99,ARS,America/Argentina/Buenos_Aires,retail
CU-0373,2534.68,06-22,US,D-0373,mobile,2023-12-07,2025-12-21T22:11:48,JPM,15246.60,USD,America/Los_Angeles,premium
CU-0374,1128.66,08-19,US,D-0374,mobile,2023-10-02,2025-12-27T19:49:37,BAC,3866.24,USD,America/Los_Angeles,retail
CU-0375,1496.41,10-18,ES,D-0375,mobile,2025-12-12,2025-12-19T11:55:22,CABK,8453.83,EUR,Europe/Madrid,premium
CU-0376,775168.08,09-19,AR,D-0376,web,2023-01-04,2025-12-29T12:31:35,BNA,3177052.69,ARS,America/Argentina/Buenos_Aires,retail
CU-0377,980.38,11-19,US,D-0377,web,2022-12-14,2025-12-30T04:37:09,BAC,3661.34,USD,America/Los_Angeles,retail
CU-0378,214448.17,06-18,CO,D-0378,web,2021-09-23,2025-12-10T20:55:33,BAN,830175.40,COP,America/Bogota,retail
CU-0379,883756.99,08-21,AR,D-0379,mobile,2020-10-15,2025-12-15T22:38:12,BNA,5188924.26,ARS,America/Argentina/Buenos_Aires,retail
CU-0380,4186.48,10-19,PE,D-0380,web,2020-12-12,2025-12-06T18:59:06,BCP,12890.66,PEN,America/Lima,retail
CU-0381,3878702.40,09-20,CO,D-0381,web,2024-01-17,2025-12-05T05:18:12,BAN,14026019.64,COP,America/Bogota,retail
CU-0382,1655.28,09-21,ES,D-0382,web,2020-11-06,2025-12-06T23:27:52,BBVA,10302.01,EUR,Europe/Madrid,premium
CU-0383,1206065.08,07-22,CO,D-0383,mobile,2020-06-14,2025-12-03T09:02:58,BAN,4720766.55,COP,America/Bogota,retail
CU-0384,4087555.92,11-21,CO,D-0384,web,2020-05-26,2025-12-20T06:21:03,BAN,28529635.84,COP,America/Bogota,retail
CU-0385,56768.55,09-21,MX,D-0385,web,2025-11-24,2025-12-04T00:00:14,BBVA,395277.94,MXN,America/Mexico_City,premium
CU-0386,322.65,11-20,US,D-0386,mobile,2022-07-05,2025-12-17T15:54:01,BAC,2498.12,USD,America/Chicago,retail
CU-0387,1988407.69,07-22,CL,D-0387,mobile,2025-10-14,2025-12-11T20:29:20,BCI,15902864.19,CLP,America/Santiago,premium
CU-0388,18860.17,06-21,PE,D-0388,mobile,2025-11-23,2025-12-23T19:29:32,BCP,114587.71,PEN,America/Lima,business
CU-0389,1005.88,09-20,ES,D-0389,web,2021-09-15,2025-12-12T00:44:13,SAN,8028.93,EUR,Europe/Madrid,retail
CU-0390,989.79,09-18,PE,D-0390,web,2021-03-11,2025-12-07T10:30:16,BCP,7534.12,PEN,America/Lima,retail
