customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit
CU-263,4423.84,09-20,AR,D-263,web,2020-07-21,2025-11-13T00:00:00,GAL,16942.31
CU-264,4421.45,08-20,MX,D-264,web,2022-01-04,2025-11-20T00:00:00,BAN,17901.41
CU-265,1957.23,08-22,ES,D-265,web,2020-04-06,2025-11-06T00:00:00,CABK,13305.08
CU-266,4941.52,07-21,ES,D-266,web,2024-08-02,2025-11-03T00:00:00,BBVA,19117.79
CU-267,3588.87,07-18,MX,D-267,web,2023-02-09,2025-11-15T00:00:00,BAN,24203.81
CU-268,3290.62,11-18,MX,D-268,mobile,2022-11-03,2025-11-20T00:00:00,BBVA,20997.08
CU-269,1693.01,09-18,ES,D-269,mobile,2020-08-23,2025-11-03T00:00:00,BBVA,9418.68
CU-270,1596.02,10-20,PE,D-270,web,2025-11-19,2026-01-03T00:00:00,BBVA,11998.94
CU-271,1240.54,06-20,ES,D-271,web,2021-03-01,2025-11-27T00:00:00,CABK,7197.87
CU-272,643.85,11-21,MX,D-272,mobile,2022-03-14,2025-11-17T00:00:00,BBVA,3288.28
CU-273,233.16,11-18,CO,D-273,mobile,2022-03-10,2025-11-09T00:00:00,BAN,1821.92
CU-274,3660.69,08-21,CL,D-274,web,2023-03-15,2025-11-24T00:00:00,SAN,13183.01
CU-275,434.87,06-18,PE,D-275,mobile,2023-09-14,2025-11-21T00:00:00,IBK,1796.78
CU-276,3678.21,06-21,CO,D-276,mobile,2023-08-02,2025-11-09T00:00:00,BOG,22550.67
CU-277,2703.45,11-18,AR,D-277,mobile,2022-11-14,2025-11-21T00:00:00,SAN,17015.85
CU-278,1336.31,10-20,ES,D-278,web,2024-09-09,2025-11-03T00:00:00,SAN,4441.14
CU-279,4783.54,10-21,AR,D-279,mobile,2020-03-26,2025-11-29T00:00:00,GAL,28870.81
CU-280,3193.41,09-18,MX,D-280,web,2023-07-07,2025-11-28T00:00:00,BAN,22142.31
CU-281,4856.75,09-19,US,D-281,web,2020-01-08,2025-11-06T00:00:00,BAC,36218.73
CU-282,114.31,10-21,AR,D-282,mobile,2022-08-19,2025-11-25T00:00:00,BNA,613.26
CU-283,3150.35,11-20,MX,D-283,mobile,2020-06-17,2025-11-17T00:00:00,BAN,22577.25
CU-284,4235.23,06-19,CL,D-284,web,2024-01-10,2025-11-09T00:00:00,BCH,29999.87
CU-285,1494.36,06-22,CO,D-285,web,2020-07-13,2025-11-11T00:00:00,DAV,11901.21
CU-286,744.30,11-22,PE,D-286,mobile,2023-03-12,2025-11-08T00:00:00,BCP,4890.17
CU-287,3078.74,06-22,US,D-287,web,2023-10-05,2025-11-25T00:00:00,WFC,9268.61
CU-288,3616.10,06-21,US,D-288,mobile,2025-11-16,2026-01-22T00:00:00,BAC,25319.12
CU-289,3347.06,10-20,CL,D-289,mobile,2023-01-01,2025-11-26T00:00:00,BCI,15978.38
CU-290,4714.46,10-18,US,D-290,mobile,2022-11-13,2025-11-14T00:00:00,BAC,17416.90
CU-291,667.11,09-20,ES,D-291,mobile,2025-11-25,2025-11-26T00:00:00,SAN,2222.96
CU-292,2716.44,07-18,PE,D-292,mobile,2023-03-11,2025-11-23T00:00:00,BCP,13573.63
CU-293,4559.66,11-18,CL,D-293,web,2020-07-24,2025-11-28T00:00:00,BCH,29466.64
CU-294,2206.66,08-22,CL,D-294,web,2024-06-26,2025-11-28T00:00:00,SAN,10859.41
CU-295,2305.60,09-18,CL,D-295,web,2022-10-27,2025-11-22T00:00:00,BCH,12978.37
CU-296,2607.24,09-22,CL,D-296,mobile,2024-08-01,2025-11-15T00:00:00,BCI,8153.46
CU-297,3264.53,09-20,CO,D-297,web,2022-11-17,2025-11-05T00:00:00,DAV,23532.75
CU-298,2943.09,11-18,CL,D-298,mobile,2025-11-15,2026-01-03T00:00:00,BCH,12191.56
CU-299,4889.52,08-20,MX,D-299,mobile,2025-11-24,2025-12-20T00:00:00,BAN,15425.35
CU-300,2001.14,07-20,US,D-300,mobile,2022-05-10,2025-11-10T00:00:00,JPM,10746.19
CU-301,2276.23,07-21,PE,D-301,web,2024-11-15,2025-11-13T00:00:00,BBVA,12990.53
CU-302,855.31,06-22,US,D-302,web,2024-11-23,2025-01-12T00:00:00,WFC,3858.87
CU-303,1370.74,08-19,PE,D-303,web,2023-05-12,2025-11-07T00:00:00,IBK,5244.74
CU-304,2956.62,10-20,MX,D-304,web,2021-11-04,2025-11-29T00:00:00,BBVA,19729.20
CU-305,1572.40,11-18,US,D-305,web,2024-07-21,2025-11-28T00:00:00,JPM,8455.94
CU-306,2760.82,08-20,MX,D-306,mobile,2022-06-13,2025-11-12T00:00:00,BAN,10086.00
CU-307,3973.50,09-22,PE,D-307,mobile,2023-09-14,2025-11-06T00:00:00,BCP,30776.99
CU-308,2613.22,09-21,ES,D-308,mobile,2021-04-06,2025-11-01T00:00:00,BBVA,17793.39
CU-309,1994.05,08-18,CO,D-309,mobile,2020-03-21,2025-11-27T00:00:00,DAV,10403.52
CU-310,3050.37,09-22,CO,D-310,mobile,2020-08-20,2025-11-17T00:00:00,BAN,22068.95
CU-311,4476.14,08-20,CO,D-311,web,2024-07-16,2025-11-22T00:00:00,BAN,14112.14
CU-312,4373.04,07-19,AR,D-312,web,2023-02-09,2025-11-03T00:00:00,GAL,34053.91
CU-313,143.43,08-19,US,D-313,web,2022-01-04,2025-11-05T00:00:00,JPM,479.79
CU-314,127.76,10-21,PE,D-314,web,2020-04-03,2025-11-08T00:00:00,IBK,694.78
CU-315,480.48,09-20,CO,D-315,mobile,2022-12-13,2025-11-02T00:00:00,BAN,3736.01
CU-316,2660.63,07-18,CL,D-316,mobile,2021-12-16,2025-11-02T00:00:00,SAN,17428.59
CU-317,3367.59,09-19,CL,D-317,web,2022-06-07,2025-11-07T00:00:00,BCH,19346.48
CU-318,1174.44,10-22,CO,D-318,web,2022-09-25,2025-11-17T00:00:00,BOG,6477.53
CU-319,2301.81,07-21,AR,D-319,mobile,2023-02-14,2025-11-28T00:00:00,GAL,16372.02
CU-320,4039.40,11-21,MX,D-320,web,2021-12-23,2025-11-14T00:00:00,BAN,14821.13
CU-321,3184.83,08-18,ES,D-321,web,2020-01-26,2025-11-26T00:00:00,BBVA,13952.26
CU-322,3564.18,07-18,AR,D-322,web,2023-09-11,2025-11-11T00:00:00,SAN,20761.07
CU-323,4346.09,09-21,US,D-323,web,2022-03-17,2025-11-16T00:00:00,WFC,14978.57
CU-324,3466.39,07-22,PE,D-324,mobile,2022-09-24,2025-11-10T00:00:00,IBK,13292.79
CU-325,3593.93,10-22,PE,D-325,mobile,2025-11-26,2025-12-06T00:00:00,BCP,22931.22
CU-326,4725.51,06-22,ES,D-326,web,2022-12-05,2025-11-17T00:00:00,SAN,25956.54
CU-327,1987.09,06-20,CL,D-327,mobile,2021-03-12,2025-11-09T00:00:00,BCH,10099.43
CU-328,4128.68,07-18,PE,D-328,mobile,2022-06-24,2025-11-01T00:00:00,BCP,27951.64
CU-329,276.10,06-21,US,D-329,web,2023-06-12,2025-11-21T00:00:00,BAC,1103.32
CU-330,4462.05,09-20,CO,D-330,web,2020-01-22,2025-11-10T00:00:00,BAN,19356.21
CU-331,4193.85,11-22,MX,D-331,mobile,2021-06-17,2025-11-14T00:00:00,BAN,13240.44
CU-332,3707.38,11-18,ES,D-332,mobile,2023-08-11,2025-11-04T00:00:00,BBVA,20743.39
CU-333,3419.96,09-21,CL,D-333,web,2023-10-12,2025-11-22T00:00:00,BCH,11566.05
CU-334,1974.64,06-19,MX,D-334,mobile,2024-09-01,2025-11-26T00:00:00,SAN,9360.74
CU-335,1921.52,08-22,ES,D-335,web,2023-03-09,2025-11-11T00:00:00,SAN,11588.17
CU-336,1526.61,10-20,ES,D-336,mobile,2022-09-02,2025-11-28T00:00:00,SAN,10285.11
CU-337,2421.67,07-21,US,D-337,mobile,2020-07-05,2025-11-20T00:00:00,BAC,15069.95
CU-338,2850.34,11-18,PE,D-338,web,2021-12-07,2025-11-26T00:00:00,BCP,19686.18
CU-339,2933.66,08-22,MX,D-339,mobile,2023-12-11,2025-11-17T00:00:00,SAN,22258.94
CU-340,1523.47,09-18,CL,D-340,web,2020-02-26,2025-11-20T00:00:00,BCH,7980.50
CU-341,757.95,07-20,US,D-341,web,2024-10-21,2025-11-05T00:00:00,BAC,3314.91
CU-342,4054.13,07-19,AR,D-342,web,2022-06-08,2025-11-13T00:00:00,SAN,25831.88
CU-343,771.30,08-22,US,D-343,web,2025-11-29,2025-12-26T00:00:00,BAC,2733.85
CU-344,3219.04,09-20,US,D-344,mobile,2020-12-11,2025-11-18T00:00:00,WFC,12491.41
CU-345,1148.39,07-19,AR,D-345,mobile,2023-03-27,2025-11-17T00:00:00,SAN,5714.42
CU-346,4769.19,07-22,US,D-346,mobile,2023-01-11,2025-11-17T00:00:00,WFC,37203.68
CU-347,3841.54,10-21,PE,D-347,web,2021-04-05,2025-11-28T00:00:00,BBVA,26982.08
CU-348,325.68,07-21,US,D-348,web,2022-06-05,2025-11-25T00:00:00,JPM,1760.12
CU-349,3345.93,07-21,PE,D-349,mobile,2022-02-19,2025-11-25T00:00:00,BCP,18093.94
CU-350,3213.67,09-22,AR,D-350,web,2022-01-07,2025-11-26T00:00:00,GAL,19636.16
CU-351,4962.97,10-21,MX,D-351,web,2021-04-01,2025-11-26T00:00:00,BAN,37674.88
CU-352,598.84,07-20,CO,D-352,web,2020-05-26,2025-11-17T00:00:00,DAV,4391.80
CU-353,1484.15,10-21,MX,D-353,mobile,2022-08-19,2025-11-03T00:00:00,BAN,10683.35
CU-354,804.69,07-22,MX,D-354,mobile,2023-07-10,2025-11-15T00:00:00,BAN,3237.59
CU-355,2996.54,06-20,CL,D-355,mobile,2023-09-27,2025-11-26T00:00:00,BCI,22166.85
CU-356,2354.01,08-22,ES,D-356,mobile,2024-08-24,2025-11-03T00:00:00,BBVA,17371.22
CU-357,2741.56,09-22,MX,D-357,web,2024-09-25,2025-11-22T00:00:00,BAN,8973.60
CU-358,4868.08,11-22,MX,D-358,mobile,2022-03-22,2025-11-04T00:00:00,BAN,32414.71
CU-359,3239.11,06-22,MX,D-359,web,2021-02-05,2025-11-16T00:00:00,SAN,14113.43
CU-360,714.25,08-21,CL,D-360,mobile,2024-06-21,2025-11-17T00:00:00,BCI,3622.92
CU-361,3793.77,08-19,CL,D-361,mobile,2020-01-11,2025-11-10T00:00:00,SAN,16414.24
CU-362,3047.61,09-18,CO,D-362,web,2024-06-17,2025-11-25T00:00:00,BOG,14769.95
CU-363,4671.33,07-20,AR,D-363,web,2021-07-25,2025-11-02T00:00:00,SAN,15226.09
CU-364,796.64,11-21,ES,D-364,web,2022-01-17,2025-11-16T00:00:00,CABK,4123.90
CU-365,2791.62,06-20,US,D-365,web,2023-04-18,2025-11-11T00:00:00,WFC,8534.23
CU-366,3548.13,11-19,MX,D-366,web,2023-08-27,2025-11-19T00:00:00,BAN,20338.42
CU-367,4838.47,08-22,PE,D-367,web,2022-06-08,2025-11-16T00:00:00,BBVA,27886.69
CU-368,2043.11,08-20,US,D-368,web,2023-04-12,2025-11-02T00:00:00,BAC,13001.36
CU-369,4003.74,11-20,US,D-369,mobile,2025-11-21,2026-02-11T00:00:00,WFC,12254.58
CU-370,3402.70,09-18,PE,D-370,mobile,2024-11-05,2025-11-12T00:00:00,BCP,26115.63
CU-371,2209.65,09-22,AR,D-371,mobile,2022-01-18,2025-11-22T00:00:00,BNA,7425.65
CU-372,1106.47,09-18,MX,D-372,mobile,2022-06-24,2025-11-29T00:00:00,BAN,8526.86
CU-373,4582.18,07-22,US,D-373,web,2021-06-26,2025-11-28T00:00:00,BAC,26473.44
CU-374,1030.09,09-18,PE,D-374,web,2020-12-07,2025-11-10T00:00:00,BBVA,5578.14
CU-375,1415.82,09-19,AR,D-375,mobile,2021-11-23,2025-11-27T00:00:00,BNA,10799.32
CU-376,434.84,06-21,ES,D-376,web,2025-11-18,2026-02-24T00:00:00,CABK,2507.68
CU-377,3244.00,11-20,AR,D-377,web,2022-10-09,2025-11-16T00:00:00,GAL,14807.36
CU-378,1428.37,09-19,MX,D-378,mobile,2020-03-26,2025-11-10T00:00:00,BBVA,11032.27
CU-379,3709.02,10-20,AR,D-379,mobile,2021-09-13,2025-11-01T00:00:00,BNA,18278.30
CU-380,4687.71,06-21,CO,D-380,web,2021-04-09,2025-11-10T00:00:00,DAV,36962.76
CU-381,599.28,07-20,AR,D-381,mobile,2022-04-27,2025-11-25T00:00:00,SAN,2573.04
CU-382,2228.58,06-20,US,D-382,web,2023-01-11,2025-11-10T00:00:00,BAC,14642.36
CU-383,547.82,06-22,CL,D-383,web,2023-01-25,2025-11-11T00:00:00,SAN,1814.73
CU-384,2348.81,08-19,PE,D-384,web,2021-07-10,2025-11-06T00:00:00,IBK,16711.59
CU-385,4670.28,10-20,US,D-385,mobile,2020-07-24,2025-11-14T00:00:00,WFC,32008.76
CU-386,2194.73,10-20,PE,D-386,web,2020-12-01,2025-11-05T00:00:00,BCP,6968.35
CU-387,3958.13,07-22,US,D-387,web,2022-12-06,2025-11-04T00:00:00,BAC,24724.90
CU-388,4687.78,09-19,US,D-388,web,2022-10-25,2025-11-04T00:00:00,BAC,25844.46
CU-389,375.26,11-21,ES,D-389,web,2020-07-03,2025-11-06T00:00:00,BBVA,1892.77
CU-390,4627.73,10-22,MX,D-390,web,2021-12-21,2025-11-03T00:00:00,BBVA,33007.01
CU-391,2286.39,09-22,PE,D-391,mobile,2023-12-27,2025-11-10T00:00:00,IBK,9772.97
CU-392,3738.40,07-21,PE,D-392,web,2024-04-14,2025-11-10T00:00:00,BBVA,28806.63
CU-393,4393.97,10-22,PE,D-393,mobile,2022-03-07,2025-11-09T00:00:00,BBVA,30636.64
CU-394,4433.45,09-20,AR,D-394,web,2020-05-23,2025-11-14T00:00:00,SAN,24148.48
CU-395,2205.08,10-19,MX,D-395,mobile,2025-11-26,2025-12-13T00:00:00,BAN,8394.33
CU-396,509.42,06-20,US,D-396,web,2021-10-15,2025-11-02T00:00:00,JPM,2067.98
CU-397,1623.91,11-20,AR,D-397,web,2023-08-08,2025-11-15T00:00:00,BNA,8354.56
CU-398,2750.43,07-19,PE,D-398,web,2021-02-19,2025-11-22T00:00:00,BCP,16934.66
CU-399,2709.27,10-18,MX,D-399,mobile,2024-07-24,2025-11-17T00:00:00,SAN,9675.97
CU-400,3847.52,08-19,PE,D-400,web,2024-01-17,2025-11-17T00:00:00,IBK,12870.84
CU-401,2423.85,10-22,CO,D-401,mobile,2021-12-16,2025-11-22T00:00:00,BAN,13763.31
CU-402,4196.98,06-18,CO,D-402,mobile,2022-06-09,2025-11-14T00:00:00,BAN,16440.46
CU-403,4289.37,10-20,CO,D-403,web,2020-08-18,2025-11-16T00:00:00,DAV,14304.48
CU-404,4399.02,09-18,ES,D-404,web,2023-04-25,2025-11-13T00:00:00,BBVA,21455.54
CU-405,4038.69,09-22,CO,D-405,mobile,2024-03-19,2025-11-22T00:00:00,DAV,19638.80
CU-406,436.70,11-21,CO,D-406,mobile,2023-11-26,2025-11-11T00:00:00,BOG,2138.14
CU-407,4173.70,06-18,ES,D-407,web,2025-11-26,2026-03-03T00:00:00,SAN,14684.72
CU-408,338.42,09-18,US,D-408,mobile,2024-07-26,2025-11-03T00:00:00,JPM,1365.93
CU-409,3594.86,08-21,PE,D-409,web,2023-06-26,2025-11-16T00:00:00,IBK,21666.43
CU-410,2222.50,07-21,US,D-410,web,2024-06-10,2025-11-10T00:00:00,JPM,14628.46
CU-411,1427.62,08-18,MX,D-411,web,2021-12-10,2025-11-11T00:00:00,SAN,8265.40
CU-412,2964.87,07-21,CO,D-412,mobile,2021-01-06,2025-11-06T00:00:00,BOG,18328.45
CU-413,1690.11,10-21,MX,D-413,mobile,2024-11-04,2025-11-22T00:00:00,BAN,10664.33
CU-414,4093.20,09-21,US,D-414,web,2023-12-01,2025-11-08T00:00:00,JPM,21775.62
CU-415,1393.62,10-22,CO,D-415,web,2024-12-24,2025-02-07T00:00:00,DAV,9642.26
CU-416,2202.03,11-20,CL,D-416,web,2025-11-21,2026-02-05T00:00:00,SAN,7644.65
CU-417,3765.22,06-22,AR,D-417,mobile,2022-04-12,2025-11-29T00:00:00,SAN,26381.92
CU-418,3403.87,08-22,CO,D-418,web,2024-01-03,2025-11-27T00:00:00,BAN,23550.33
CU-419,2874.29,09-22,CO,D-419,mobile,2021-01-04,2025-11-23T00:00:00,BOG,15975.82
CU-420,126.20,08-22,MX,D-420,web,2025-11-24,2026-02-14T00:00:00,BBVA,422.35
CU-421,3227.78,08-20,US,D-421,mobile,2024-11-25,2025-11-16T00:00:00,WFC,23698.53
CU-422,1957.73,07-21,MX,D-422,web,2022-05-19,2025-11-12T00:00:00,BAN,12231.01
CU-423,4041.63,09-18,AR,D-423,web,2022-02-27,2025-11-22T00:00:00,GAL,14349.07
CU-424,4632.73,09-22,CL,D-424,web,2022-09-09,2025-11-10T00:00:00,SAN,17516.50
CU-425,3216.11,09-18,CL,D-425,mobile,2023-06-22,2025-11-17T00:00:00,BCH,24904.66
CU-426,396.96,07-18,CL,D-426,web,2022-12-08,2025-11-06T00:00:00,BCI,2459.23
CU-427,4772.32,10-22,US,D-427,web,2020-06-02,2025-11-22T00:00:00,BAC,31988.02
CU-428,565.05,08-21,MX,D-428,mobile,2025-11-24,2025-12-23T00:00:00,BBVA,3409.64
CU-429,4416.77,11-20,CL,D-429,mobile,2024-11-15,2025-01-09T00:00:00,BCI,29535.52
CU-430,1503.95,06-20,CO,D-430,mobile,2024-10-17,2025-01-19T00:00:00,BOG,9166.51
CU-431,4709.79,10-21,ES,D-431,web,2024-07-12,2025-11-17T00:00:00,BBVA,36217.47
CU-432,517.01,08-19,US,D-432,web,2023-10-02,2025-11-18T00:00:00,BAC,3987.14
CU-433,466.62,10-21,CO,D-433,web,2020-08-08,2025-11-12T00:00:00,BOG,3262.36
CU-434,1698.64,10-21,US,D-434,web,2023-01-04,2025-11-04T00:00:00,JPM,6540.74
CU-435,4501.37,07-19,CL,D-435,web,2022-12-14,2025-11-05T00:00:00,SAN,31071.97
CU-436,1587.76,08-21,ES,D-436,mobile,2025-11-21,2025-12-07T00:00:00,SAN,8411.83
CU-437,1601.67,06-19,MX,D-437,mobile,2021-09-22,2025-11-25T00:00:00,BAN,10148.28
CU-438,3907.54,07-22,PE,D-438,mobile,2020-08-20,2025-11-27T00:00:00,BCP,21284.22
CU-439,3734.04,09-21,AR,D-439,web,2023-07-25,2025-11-16T00:00:00,GAL,13502.90
CU-440,3522.80,08-18,AR,D-440,mobile,2024-01-17,2025-11-19T00:00:00,BNA,20772.45
CU-441,2499.16,11-21,ES,D-441,web,2020-11-06,2025-11-06T00:00:00,SAN,10979.35
CU-442,1171.68,10-19,AR,D-442,mobile,2024-06-08,2025-11-25T00:00:00,GAL,5709.29
CU-443,4008.89,08-20,ES,D-443,web,2022-05-20,2025-11-09T00:00:00,CABK,16400.52
CU-444,4382.95,11-21,MX,D-444,web,2021-02-17,2025-11-20T00:00:00,BBVA,18234.29
CU-445,1400.31,06-22,PE,D-445,mobile,2021-08-18,2025-11-13T00:00:00,IBK,6241.61
CU-446,1116.95,07-20,MX,D-446,web,2024-01-25,2025-11-16T00:00:00,SAN,6072.11
CU-447,2206.93,06-22,US,D-447,web,2021-11-21,2025-11-21T00:00:00,WFC,13755.80
CU-448,1211.03,06-21,US,D-448,mobile,2024-07-20,2025-11-01T00:00:00,JPM,6286.33
CU-449,4211.98,06-21,CO,D-449,web,2021-09-15,2025-11-01T00:00:00,BAN,14986.08
CU-450,3080.77,08-21,PE,D-450,web,2021-03-11,2025-11-17T00:00:00,BCP,12892.00
CU-451,3419.23,10-19,AR,D-451,web,2024-03-22,2025-11-09T00:00:00,BNA,14265.47
CU-452,1790.91,06-22,CO,D-452,mobile,2022-07-27,2025-11-06T00:00:00,BOG,7094.78
CU-453,1548.71,11-22,CO,D-453,mobile,2023-06-26,2025-11-11T00:00:00,DAV,8174.24
CU-454,3422.76,06-18,ES,D-454,web,2023-03-26,2025-11-14T00:00:00,CABK,24807.04
CU-455,536.05,06-21,US,D-455,mobile,2023-11-09,2025-11-24T00:00:00,WFC,2011.45
CU-456,4843.57,06-19,CO,D-456,mobile,2021-09-26,2025-11-08T00:00:00,DAV,18821.93
CU-457,1541.91,08-19,CO,D-457,mobile,2020-03-12,2025-11-12T00:00:00,DAV,10154.41
CU-458,4295.05,07-21,ES,D-458,web,2023-07-16,2025-11-16T00:00:00,SAN,22335.51
CU-459,3675.59,08-19,MX,D-459,web,2023-01-20,2025-11-21T00:00:00,BAN,19955.10
CU-460,672.93,10-19,US,D-460,mobile,2023-09-21,2025-11-25T00:00:00,BAC,3858.23
CU-461,4521.82,09-21,CO,D-461,mobile,2025-11-19,2026-02-18T00:00:00,BOG,26375.89
CU-462,3319.45,08-19,US,D-462,web,2023-01-08,2025-11-29T00:00:00,JPM,11597.12
CU-463,470.74,10-20,MX,D-463,mobile,2024-05-09,2025-11-16T00:00:00,BAN,3151.29
CU-464,258.97,11-20,ES,D-464,mobile,2023-07-26,2025-11-27T00:00:00,CABK,1503.65
CU-465,1306.60,09-19,AR,D-465,web,2021-05-24,2025-11-23T00:00:00,SAN,4264.52
CU-466,3490.86,11-22,CL,D-466,web,2020-09-10,2025-11-10T00:00:00,BCH,23479.17
CU-467,474.56,08-22,AR,D-467,web,2020-01-22,2025-11-13T00:00:00,BNA,3404.00
CU-468,1855.84,10-20,AR,D-468,mobile,2024-06-27,2025-11-17T00:00:00,SAN,8381.77
CU-469,4669.52,11-22,AR,D-469,mobile,2020-07-25,2025-11-26T00:00:00,SAN,25112.59
CU-470,2097.97,11-20,US,D-470,mobile,2025-11-18,2025-12-04T00:00:00,JPM,13791.56
CU-471,435.41,09-20,CL,D-471,web,2023-03-17,2025-11-19T00:00:00,BCI,2184.03
CU-472,4184.86,10-22,PE,D-472,web,2022-02-01,2025-11-04T00:00:00,BCP,23679.21
CU-473,2735.14,10-21,CO,D-473,mobile,2023-04-13,2025-11-28T00:00:00,BAN,17916.74
CU-474,569.07,08-18,CL,D-474,web,2021-08-07,2025-11-16T00:00:00,BCI,1967.20
CU-475,1642.65,07-22,MX,D-475,web,2023-02-11,2025-11-23T00:00:00,BBVA,4994.14
CU-476,4721.56,10-21,ES,D-476,web,2021-02-15,2025-11-26T00:00:00,SAN,21446.94
CU-477,2907.91,08-20,US,D-477,web,2022-01-04,2025-11-04T00:00:00,JPM,19313.91
CU-478,1794.45,11-20,AR,D-478,web,2023-06-16,2025-11-13T00:00:00,SAN,12383.40
CU-479,4988.35,09-18,US,D-479,web,2022-09-09,2025-11-10T00:00:00,WFC,37091.36
CU-480,2157.26,09-18,ES,D-480,mobile,2024-08-16,2025-11-10T00:00:00,BBVA,14283.57
CU-481,3482.99,11-18,PE,D-481,mobile,2022-04-16,2025-11-10T00:00:00,IBK,14541.38
CU-482,4167.74,11-22,CL,D-482,web,2025-11-15,2026-01-17T00:00:00,SAN,30599.75
CU-483,4639.67,07-19,AR,D-483,web,2022-01-19,2025-11-03T00:00:00,BNA,30880.65
CU-484,4739.10,06-21,CO,D-484,web,2021-12-13,2025-11-07T00:00:00,DAV,27112.36
CU-485,1448.67,08-21,ES,D-485,web,2022-01-17,2025-11-21T00:00:00,SAN,4997.30
CU-486,1046.92,11-22,CL,D-486,mobile,2024-07-16,2025-11-10T00:00:00,BCI,3409.26
CU-487,2513.42,10-22,CO,D-487,web,2023-04-19,2025-11-10T00:00:00,BAN,17662.21
CU-488,3824.79,09-22,ES,D-488,web,2023-02-22,2025-11-16T00:00:00,BBVA,12558.32
CU-489,269.90,10-20,CL,D-489,mobile,2024-11-22,2025-02-22T00:00:00,SAN,1264.90
CU-490,1628.37,06-20,CO,D-490,mobile,2023-09-20,2025-11-04T00:00:00,DAV,8117.36
CU-491,865.95,11-20,MX,D-491,mobile,2021-04-12,2025-11-13T00:00:00,BAN,4522.55
CU-492,2572.63,09-20,US,D-492,mobile,2022-09-21,2025-11-19T00:00:00,WFC,13733.74
CU-493,3135.01,09-19,US,D-493,mobile,2023-08-17,2025-11-16T00:00:00,BAC,9773.90
CU-494,2205.15,06-20,CL,D-494,web,2025-11-18,2026-01-27T00:00:00,SAN,12388.54
CU-495,1342.56,06-18,CO,D-495,mobile,2020-12-21,2025-11-02T00:00:00,DAV,9838.03
CU-496,603.93,07-20,US,D-496,web,2022-03-12,2025-11-10T00:00:00,WFC,3606.19
CU-497,3055.44,07-21,AR,D-497,mobile,2023-06-25,2025-11-29T00:00:00,GAL,19743.56
CU-498,1243.33,10-18,AR,D-498,mobile,2024-06-16,2025-11-25T00:00:00,GAL,4009.72
CU-499,3697.34,07-19,PE,D-499,mobile,2023-08-09,2025-11-26T00:00:00,BCP,22604.28
CU-500,4053.11,09-21,US,D-500,web,2022-12-04,2025-11-22T00:00:00,WFC,24995.77
CU-501,4047.08,07-22,CL,D-501,mobile,2024-12-20,2025-01-12T00:00:00,BCH,13545.46
CU-502,540.40,07-19,US,D-502,mobile,2025-11-20,2026-01-28T00:00:00,JPM,2413.84
CU-503,2674.80,10-21,PE,D-503,mobile,2020-04-20,2025-11-06T00:00:00,IBK,11416.52
CU-504,3806.04,08-22,ES,D-504,web,2022-07-14,2025-11-12T00:00:00,SAN,24074.27
CU-505,2827.23,11-21,PE,D-505,web,2025-11-20,2026-01-02T00:00:00,BBVA,12980.69
CU-506,4481.90,08-20,PE,D-506,web,2022-01-19,2025-11-23T00:00:00,BCP,34905.75
CU-507,2872.15,06-22,AR,D-507,web,2020-06-02,2025-11-05T00:00:00,SAN,12067.33
CU-508,565.33,09-21,CL,D-508,mobile,2022-07-15,2025-11-24T00:00:00,BCI,3199.41
CU-509,4380.73,08-21,AR,D-509,web,2025-11-15,2026-01-11T00:00:00,BNA,19839.10
CU-510,2073.25,10-21,AR,D-510,mobile,2024-03-01,2025-11-28T00:00:00,SAN,13130.07
CU-511,685.85,09-22,ES,D-511,web,2023-03-22,2025-11-06T00:00:00,CABK,4180.85
CU-512,1014.54,09-18,AR,D-512,mobile,2023-05-13,2025-11-11T00:00:00,SAN,4190.22
CU-513,2800.15,07-20,US,D-513,web,2022-12-09,2025-11-24T00:00:00,WFC,20054.91
CU-514,4879.82,11-20,US,D-514,mobile,2022-11-06,2025-11-11T00:00:00,WFC,31458.01
CU-515,1336.33,11-18,US,D-515,mobile,2020-03-08,2025-11-27T00:00:00,BAC,9979.95
CU-516,465.73,10-21,PE,D-516,mobile,2021-06-14,2025-11-11T00:00:00,IBK,3519.38
CU-517,202.58,06-22,PE,D-517,web,2020-04-22,2025-11-11T00:00:00,BCP,1292.57
CU-518,1605.47,09-18,CL,D-518,web,2025-11-21,2025-12-18T00:00:00,BCI,12597.50
CU-519,1951.41,11-22,CO,D-519,web,2025-11-18,2025-12-01T00:00:00,DAV,6450.43
CU-520,2546.58,08-21,MX,D-520,web,2020-03-06,2025-11-21T00:00:00,BAN,15893.63
CU-521,401.09,06-19,CL,D-521,mobile,2020-02-17,2025-11-10T00:00:00,SAN,1729.64
CU-522,2673.77,07-20,ES,D-522,web,2020-12-21,2025-11-02T00:00:00,SAN,16309.58
CU-523,3521.17,09-18,CL,D-523,mobile,2021-09-03,2025-11-29T00:00:00,BCI,15765.47
CU-524,2696.85,08-20,AR,D-524,web,2021-12-16,2025-11-15T00:00:00,SAN,13926.15
CU-525,3018.83,06-19,CL,D-525,web,2023-06-11,2025-11-12T00:00:00,SAN,14487.28
CU-526,1604.16,10-18,CL,D-526,mobile,2021-07-26,2025-11-06T00:00:00,SAN,8578.40
